Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, μmho","Future, NA",Month,,,,
03/29/1975 13:00,179.54167,0.25,1160,209,0.395,0.08,4.4,-9,43,-9,-9,-9,,3,,,,
03/29/1975 19:00,179.79167,0.25,1850,174,0.353,0.09,4.8,-9,43,-9,-9,-9,,3,,,,
03/30/1975 01:00,180.04167,0.25,3670,141,0.287,0.08,4.5,-9,41,-9,-9,-9,,3,,,,
03/30/1975 07:00,180.29167,0.25,4490,189,0.306,0.085,4.8,-9,41,-9,-9,-9,,3,,,,
03/30/1975 13:00,180.54167,0.25,4520,343,0.509,0.085,4.8,-9,38,-9,-9,-9,,3,,,,
03/30/1975 19:00,180.79167,0.25,4290,447,0.666,0.085,5.1,-9,34.5,-9,-9,-9,,3,,,,
03/31/1975 01:00,181.04167,0.96,4100,484,0.715,0.09,5,-9,34,-9,-9,-9,,3,,,,
04/01/1975 17:00,182.70833,0.96,2310,297,0.392,0.06,5.59,-9,40,-9,-9,-9,,4,,,,
04/01/1975 23:00,182.95833,0.25,2030,267,0.352,0.05,5.4,-9,40,-9,-9,-9,,4,,,,
04/02/1975 05:00,183.20833,0.25,1710,220,0.283,0.05,5.55,-9,41,-9,-9,-9,,4,,,,
04/02/1975 11:00,183.45833,0.25,1480,199,0.274,0.05,5.5,-9,41,-9,-9,-9,,4,,,,
04/02/1975 17:00,183.70833,0.25,1290,170,0.214,0.045,5.5,-9,44,-9,-9,-9,,4,,,,
04/02/1975 23:00,183.95833,0.25,1160,155,0.186,0.04,5.51,-9,46,-9,-9,-9,,4,,,,
04/03/1975 05:00,184.20833,0.25,1100,133,0.157,0.045,5.3,-9,51,-9,-9,-9,,4,,,,
04/03/1975 11:00,184.45833,0.25,1040,127,0.166,0.05,5.3,-9,55,-9,-9,-9,,4,,,,
04/03/1975 17:00,184.70833,0.25,993,115,0.143,0.05,5.2,-9,57,-9,-9,-9,,4,,,,
04/03/1975 23:00,184.95833,0.63,964,96.7,0.01,0.045,5.32,-9,56,-9,-9,-9,,4,,,,
04/04/1975 23:00,185.95833,1,830,66.4,0.071,0.04,4.8,-9,64,-9,-9,-9,,4,,,,
04/05/1975 23:00,186.95833,1,547,54.8,0.071,0.03,4.65,-9,67,-9,-9,-9,,4,,,,
04/06/1975 23:00,187.95833,1,546,40.1,0.064,0.045,4.38,-9,73,-9,-9,-9,,4,,,,
04/07/1975 23:00,188.95833,0.78,570,36.1,0.071,0.04,4.1,-9,76,-9,-9,-9,,4,,,,
04/08/1975 12:30,189.52083,0.56,535,41.1,0.12,0.09,3.6,-9,43,-9,-9,-9,,4,,,,
04/09/1975 02:00,190.08333,1,508,38,0.1,0.1,3.65,-9,42,-9,-9,-9,,4,,,,
04/15/1975 19:00,196.79167,1,314,25.9,0.085,0.03,2.1,-9,60,-9,-9,-9,,4,,,,
04/16/1975 19:00,197.79167,1,301,20.6,0.085,0.015,1.75,-9,60,-9,-9,-9,,4,,,,
04/17/1975 19:00,198.79167,1,288,26.7,0.075,0.005,1.7,-9,61,-9,-9,-9,,4,,,,
04/18/1975 19:00,199.79167,1,281,21.7,0.09,0.005,1.7,-9,65,-9,-9,-9,,4,,,,
04/19/1975 19:00,200.79167,1,314,27.5,0.105,0.01,1.65,-9,68,-9,-9,-9,,4,,,,
04/20/1975 19:00,201.79167,1,301,26.9,0.12,0.01,1.7,-9,71,-9,-9,-9,,4,,,,
04/21/1975 19:00,202.79167,0.81,294,20.8,0.11,0.01,1.5,-9,70,-9,-9,-9,,4,,,,
04/22/1975 10:00,203.41667,0.81,288,22.3,0.095,0.04,1.8,-9,62.5,-9,-9,-9,,4,,,,
04/23/1975 10:00,204.41667,1,269,44.1,0.127,0.04,1.7,-9,61,-9,-9,-9,,4,,,,
04/24/1975 10:00,205.41667,1,301,47.1,0.133,0.02,1.7,-9,65,-9,-9,-9,,4,,,,
04/25/1975 10:00,206.41667,1,451,56,0.122,0.02,1.8,-9,67,-9,-9,-9,,4,,,,
04/26/1975 10:00,207.41667,1,504,165,0.296,0.01,1.8,-9,63,-9,-9,-9,,4,,,,
04/27/1975 10:00,208.41667,1,515,224,0.323,0.01,1.5,-9,62,-9,-9,-9,,4,,,,
04/28/1975 10:00,209.41667,0.88,535,94.9,0.169,0.01,2.2,-9,70,-9,-9,-9,,4,,,,
04/29/1975 04:00,210.16667,0.48,475,91.7,0.159,0.01,2,-9,64,-9,-9,-9,,4,,,,
04/29/1975 09:00,210.375,0.6,535,66.1,-9,0.049,2.2,-9,-9,-9,-9,-9,,4,,,,
04/30/1975 09:00,211.375,1,508,127,-9,0.063,2.4,-9,-9,-9,-9,-9,,4,,,,
05/01/1975 09:00,212.375,1,561,168,-9,0.043,2,-9,-9,-9,-9,-9,,5,,,,
05/02/1975 09:00,213.375,1,546,119,-9,0.032,1.9,-9,-9,-9,-9,-9,,5,,,,
05/03/1975 09:00,214.375,1,552,83,-9,0.027,1.8,-9,-9,-9,-9,-9,,5,,,,
05/04/1975 09:00,215.375,1,499,97.6,-9,0.027,1.5,-9,-9,-9,-9,-9,,5,,,,
05/05/1975 09:00,216.375,0.88,451,83.7,-9,0.032,1.6,-9,-9,-9,-9,-9,,5,,,,
05/06/1975 03:00,217.125,0.67,467,194,-9,0.03,1.4,-9,-9,-9,-9,-9,,5,,,,
05/06/1975 17:00,217.70833,0.79,909,49.2,0.152,0.047,2.58,-9,42,-9,-9,-9,,5,,,,
05/07/1975 17:00,218.70833,1,2370,87.9,0.239,0.08,5.41,-9,29.5,-9,-9,-9,,5,,,,
05/08/1975 17:00,219.70833,1,1710,92.1,0.252,0.091,6.76,-9,27,-9,-9,-9,,5,,,,
05/09/1975 17:00,220.70833,1,483,30.2,0.145,0.052,5.02,-9,31,-9,-9,-9,,5,,,,
05/10/1975 17:00,221.70833,1,526,11,0.116,0.04,4.34,-9,34,-9,-9,-9,,5,,,,
05/11/1975 17:00,222.70833,2.34,467,20.2,0.109,0.029,3.79,-9,34,-9,-9,-9,,5,,,,
05/15/1975 09:30,226.39583,2.34,368,14.1,-9,0.012,2.45,-9,46,-9,-9,-9,,5,,,,
05/16/1975 09:30,227.39583,1,346,14.8,-9,0.022,2.27,-9,49,-9,-9,-9,,5,,,,
05/17/1975 09:30,228.39583,1,333,11.5,-9,0.025,1.92,-9,51,-9,-9,-9,,5,,,,
05/18/1975 09:30,229.39583,1,340,7.5,-9,0.013,1.68,-9,51,-9,-9,-9,,5,,,,
05/19/1975 09:30,230.39583,1,314,9.7,-9,-9,1.29,-9,52,-9,-9,-9,,5,,,,
05/27/1975 09:45,238.40625,1,546,2670,2.18,0.04,0.05,-9,56,-9,-9,-9,,5,,,,
05/27/1975 15:45,238.65625,0.25,517,942,1.27,0.066,0.47,-9,48,-9,-9,-9,,5,,,,
05/27/1975 21:45,238.90625,0.25,467,538,0.895,0.05,0.12,-9,54,-9,-9,-9,,5,,,,
05/28/1975 03:45,239.15625,0.25,517,996,1.35,0.055,0.18,-9,59,-9,-9,-9,,5,,,,
05/28/1975 09:45,239.40625,0.25,514,1070,1.29,0.4,0.06,-9,59,-9,-9,-9,,5,,,,
05/28/1975 15:45,239.65625,0.25,843,460,0.776,0.038,0.1,-9,61,-9,-9,-9,,5,,,,
05/28/1975 21:45,239.90625,0.25,922,264,0.557,0.067,0.1,-9,63,-9,-9,-9,,5,,,,
05/29/1975 03:45,240.15625,0.25,909,344,0.626,0.062,0.1,-9,64,-9,-9,-9,,5,,,,
05/29/1975 09:45,240.40625,0.25,830,241,0.56,0.057,0.05,-9,64,-9,-9,-9,,5,,,,
05/29/1975 15:45,240.65625,0.25,535,235,0.635,0.067,0.04,-9,65,-9,-9,-9,,5,,,,
05/29/1975 21:45,240.90625,0.25,543,224,0.599,0.058,0.03,-9,75,-9,-9,-9,,5,,,,
05/30/1975 03:45,241.15625,0.25,475,310,0.784,0.06,0.02,-9,77,-9,-9,-9,,5,,,,
05/30/1975 09:45,241.40625,0.25,419,235,0.704,0.049,0.01,-9,78,-9,-9,-9,,5,,,,
05/30/1975 15:45,241.65625,0.25,383,226,0.676,0.04,-9,-9,75,-9,-9,-9,,5,,,,
05/30/1975 21:45,241.90625,0.25,353,274,0.709,0.04,-9,-9,75,-9,-9,-9,,5,,,,
05/31/1975 03:45,242.15625,0.25,327,537,1.01,0.05,-9,-9,73,-9,-9,-9,,5,,,,
05/31/1975 09:45,242.40625,0.25,301,358,0.734,0.032,-9,-9,72,-9,-9,-9,,5,,,,
05/31/1975 15:45,242.65625,0.25,281,290,0.657,0.025,-9,-9,72,-9,-9,-9,,5,,,,
05/31/1975 21:45,242.90625,0.25,281,280,0.657,0.018,-9,-9,72,-9,-9,-9,,5,,,,
06/01/1975 03:45,243.15625,0.25,269,1600,2.02,0.06,-9,-9,83,-9,-9,-9,,6,,,,
06/01/1975 09:45,243.40625,0.25,269,287,0.914,0.02,-9,-9,82,-9,-9,-9,,6,,,,
06/01/1975 15:45,243.65625,0.25,258,375,0.887,0.036,0.02,-9,83,-9,-9,-9,,6,,,,
06/01/1975 21:45,243.90625,0.25,240,323,0.826,0.039,0.02,-9,81,-9,-9,-9,,6,,,,
06/02/1975 03:45,244.15625,0.25,229,499,1.03,0.04,-9,-9,79,-9,-9,-9,,6,,,,
06/02/1975 09:45,244.40625,0.13,218,350,0.784,0.015,0.45,-9,76,-9,-9,-9,,6,,,,
06/02/1975 10:00,244.41667,0.13,218,326,0.673,0.055,0.05,-9,49,-9,-9,-9,,6,,,,
06/02/1975 16:00,244.66667,0.25,223,456,0.887,0.056,0.03,-9,42,-9,-9,-9,,6,,,,
06/02/1975 22:00,244.91667,0.25,240,437,0.863,0.055,0.03,-9,45,-9,-9,-9,,6,,,,
06/03/1975 04:00,245.16667,0.25,288,726,0.867,0.04,0.02,-9,49,-9,-9,-9,,6,,,,
06/03/1975 10:00,245.41667,0.25,368,391,0.824,0.064,0.02,-9,53,-9,-9,-9,,6,,,,
06/03/1975 16:00,245.66667,0.25,375,524,0.931,0.04,0.03,-9,52,-9,-9,-9,,6,,,,
06/03/1975 22:00,245.91667,0.25,375,469,0.785,0.04,0.02,-9,45,-9,-9,-9,,6,,,,
06/04/1975 04:00,246.16667,0.25,368,438,0.819,0.042,0.02,-9,43,-9,-9,-9,,6,,,,
06/04/1975 10:00,246.41667,0.25,368,303,0.926,0.04,0.02,-9,43,-9,-9,-9,,6,,,,
06/04/1975 16:00,246.66667,0.25,375,524,0.77,0.055,0.01,-9,44,-9,-9,-9,,6,,,,
06/04/1975 22:00,246.91667,0.25,397,390,0.629,0.055,6.3,-9,44,-9,-9,-9,,6,,,,
06/05/1975 04:00,247.16667,0.25,427,673,0.478,0.06,7.62,-9,44,-9,-9,-9,,6,,,,
06/05/1975 10:00,247.41667,0.25,483,765,0.958,0.106,7.08,-9,42,-9,-9,-9,,6,,,,
06/05/1975 16:00,247.66667,0.25,552,2980,1.49,0.06,1.2,-9,51,-9,-9,-9,,6,,,,
06/05/1975 22:00,247.91667,0.25,504,3360,1.5,0.06,1.7,-9,49,-9,-9,-9,,6,,,,
06/06/1975 04:00,248.16667,0.25,515,1670,1.43,0.058,1.7,-9,48,-9,-9,-9,,6,,,,
06/06/1975 10:00,248.41667,0.25,817,409,0.736,0.063,6.9,-9,38,-9,-9,-9,,6,,,,
06/06/1975 16:00,248.66667,0.25,922,1020,1.09,0.028,5.49,-9,36,-9,-9,-9,,6,,,,
06/06/1975 22:00,248.91667,0.25,869,1330,1.25,0.04,5.52,-9,36,-9,-9,-9,,6,,,,
06/07/1975 04:00,249.16667,0.25,803,427,0.692,0.07,6.42,-9,34,-9,-9,-9,,6,,,,
06/07/1975 10:00,249.41667,0.25,643,379,0.585,0.06,6.3,-9,34,-9,-9,-9,,6,,,,
06/07/1975 16:00,249.66667,0.25,494,424,0.604,0.067,5.4,-9,36,-9,-9,-9,,6,,,,
06/07/1975 22:00,249.91667,0.25,556,356,0.532,0.063,6.1,-9,35,-9,-9,-9,,6,,,,
06/08/1975 04:00,250.16667,0.25,570,369,0.585,0.06,6.27,-9,36,-9,-9,-9,,6,,,,
06/08/1975 10:00,250.41667,0.25,526,408,0.595,0.06,6.22,-9,37,-9,-9,-9,,6,,,,
06/08/1975 16:00,250.66667,0.25,499,292,0.444,0.067,6.6,-9,36,-9,-9,-9,,6,,,,
06/08/1975 22:00,250.91667,0.25,483,200,0.375,0.062,6.7,-9,37,-9,-9,-9,,6,,,,
06/09/1975 04:00,251.16667,0.25,459,483,0.697,0.07,6.14,-9,38,-9,-9,-9,,6,,,,
06/09/1975 10:00,251.41667,0.25,427,292,0.362,0.073,7.71,-9,40.5,-9,-9,-9,,6,,,,
06/09/1975 16:00,251.66667,0.25,390,1310,0.984,0.075,5.02,-9,44,-9,-9,-9,,6,,,,
06/09/1975 22:00,251.91667,0.25,353,344,0.403,0.1,8.31,-9,46.2,-9,-9,-9,,6,,,,
06/10/1975 04:00,252.16667,0.25,327,248,0.417,0.087,8.2,-9,47.5,-9,-9,-9,,6,,,,
06/10/1975 10:00,252.41667,0.25,301,334,0.408,0.109,8,-9,48,-9,-9,-9,,6,,,,
06/10/1975 16:00,252.66667,0.25,275,211,0.44,0.125,7.16,-9,49,-9,-9,-9,,6,,,,
06/10/1975 22:00,252.91667,0.25,258,191,0.366,0.08,7.11,-9,50,-9,-9,-9,,6,,,,
06/11/1975 04:00,253.16667,0.25,240,187,0.389,0.082,6.99,-9,50.8,-9,-9,-9,,6,,,,
06/11/1975 10:00,253.41667,0.25,223,142,0.348,0.077,6.58,-9,51.5,-9,-9,-9,,6,,,,
06/11/1975 16:00,253.66667,0.25,223,138,0.348,0.072,6.09,-9,58,-9,-9,-9,,6,,,,
06/11/1975 22:00,253.91667,0.25,218,180,0.403,0.073,6.02,-9,57.8,-9,-9,-9,,6,,,,
06/12/1975 04:00,254.16667,0.25,213,145,0.366,0.073,5.92,-9,58,-9,-9,-9,,6,,,,
06/12/1975 10:00,254.41667,0.25,208,78.4,0.261,0.068,5.68,-9,58,-9,-9,-9,,6,,,,
06/12/1975 16:00,254.66667,0.25,203,75.9,0.247,0.046,4.95,-9,58.2,-9,-9,-9,,6,,,,
06/12/1975 22:00,254.91667,0.25,198,67.7,0.229,0.051,5,-9,59,-9,-9,-9,,6,,,,
06/13/1975 04:00,255.16667,0.25,193,65.9,0.22,0.057,4.86,-9,59.2,-9,-9,-9,,6,,,,
06/13/1975 10:00,255.41667,0.25,188,69.5,0.224,0.058,4.37,-9,59.8,-9,-9,-9,,6,,,,
06/13/1975 16:00,255.66667,0.25,177,75.9,0.234,0.033,3.69,-9,59.8,-9,-9,-9,,6,,,,
06/13/1975 22:00,255.91667,0.25,172,68.9,0.22,0.024,3.59,-9,60.5,-9,-9,-9,,6,,,,
06/14/1975 04:00,256.16667,0.25,168,65.6,0.229,0.035,3.6,-9,60,-9,-9,-9,,6,,,,
06/14/1975 10:00,256.41667,0.25,164,62.9,0.266,0.058,3.4,-9,60,-9,-9,-9,,6,,,,
06/14/1975 16:00,256.66667,0.25,159,77.3,0.224,0.024,3.08,-9,60.5,-9,-9,-9,,6,,,,
06/14/1975 22:00,256.91667,0.25,159,71.4,0.215,0.017,2.88,-9,61,-9,-9,-9,,6,,,,
06/15/1975 04:00,257.16667,0.25,172,72.3,0.227,0.017,2.94,-9,62.5,-9,-9,-9,,6,,,,
06/15/1975 10:00,257.41667,0.25,198,81.5,0.261,0.021,3.04,-9,61,-9,-9,-9,,6,,,,
06/15/1975 16:00,257.66667,0.25,252,120,0.344,0.04,2.9,-9,61.5,-9,-9,-9,,6,,,,
06/15/1975 22:00,257.91667,0.25,301,129,0.311,0.03,3.39,-9,62.8,-9,-9,-9,,6,,,,
06/16/1975 04:00,258.16667,0.25,435,163,0.357,0.063,4.33,-9,62,-9,-9,-9,,6,,,,
06/16/1975 10:00,258.41667,1,517,146,0.312,0.078,7.85,-9,33.1,-9,-9,-9,,6,,,,
06/23/1975 10:30,265.4375,1,390,145,0.915,0.095,7.25,-9,36.1,-9,-9,-9,,6,,,,
06/24/1975 10:30,266.4375,1,340,156,0.362,0.081,5.4,-9,35.4,-9,-9,-9,,6,,,,
06/25/1975 10:30,267.4375,1,556,758,0.94,0.068,3.85,-9,18.7,-9,-9,-9,,6,,,,
06/26/1975 10:30,268.4375,1,275,172,0.296,0.081,5.43,-9,27.3,-9,-9,-9,,6,,,,
06/27/1975 10:30,269.4375,1,275,146,0.273,0.08,5.53,-9,30,-9,-9,-9,,6,,,,
06/28/1975 10:30,270.4375,1,188,285,0.315,0.06,4.75,-9,30.2,-9,-9,-9,,6,,,,
06/29/1975 10:30,271.4375,0.88,150,100,0.226,0.054,4.15,-9,37.5,-9,-9,-9,,6,,,,
06/30/1975 04:30,272.1875,0.5,137,111,0.226,0.051,3.88,-9,38.1,-9,-9,-9,,6,,,,
06/30/1975 10:30,272.4375,0.63,129,71.7,0.14,0.042,4.1,-9,45.5,-9,-9,-9,,6,,,,
07/01/1975 10:30,273.4375,1,107,65.9,0.164,0.064,3.66,-9,40.9,-9,-9,-9,,7,,,,
07/02/1975 10:30,274.4375,1,99,58.5,0.116,0.046,3.17,-9,39.7,-9,-9,-9,,7,,,,
07/03/1975 10:30,275.4375,1,79,49,0.14,0.058,3.13,-9,39,-9,-9,-9,,7,,,,
07/04/1975 10:30,276.4375,1,79,48.9,0.144,0.063,2.78,-9,43.2,-9,-9,-9,,7,,,,
07/05/1975 10:30,277.4375,1,79,40,0.128,0.021,1.81,-9,49.8,-9,-9,-9,,7,,,,
07/06/1975 10:30,278.4375,0.88,83,47.3,0.14,0.009,0.8,-9,49.9,-9,-9,-9,,7,,,,
07/07/1975 04:30,279.1875,0.48,65,46.3,-9,0.009,0.46,-9,50.8,-9,-9,-9,,7,,,,
07/07/1975 09:45,279.40625,0.61,65,36.6,0.156,0.025,0.5,-9,53,-9,-9,-9,,7,,,,
07/08/1975 09:45,280.40625,1,65,94.1,0.2,0.04,0.4,-9,51.5,-9,-9,-9,,7,,,,
07/09/1975 09:45,281.40625,1,83,47.2,0.16,0.03,0.28,-9,50.5,-9,-9,-9,,7,,,,
07/10/1975 09:45,282.40625,1,65,35,0.132,0.05,0.48,-9,58,-9,-9,-9,,7,,,,
07/11/1975 09:45,283.40625,1,58,50.1,0.14,0.045,0.68,-9,54,-9,-9,-9,,7,,,,
07/12/1975 09:45,284.40625,1,48,37,0.132,0.04,0.6,-9,57.5,-9,-9,-9,,7,,,,
07/13/1975 09:45,285.40625,0.88,54,32.9,0.132,0.035,-9,-9,57.5,-9,-9,-9,,7,,,,
07/14/1975 03:45,286.15625,0.53,58,53.3,0.156,0.03,-9,-9,-9,-9,-9,-9,,7,,,,
07/14/1975 11:00,286.45833,0.4,61,24.8,0.164,0.07,0.75,-9,64,-9,-9,-9,,7,,,,
07/14/1975 23:00,286.95833,0.5,61,33.8,0.124,0.025,0.63,-9,63.5,-9,-9,-9,,7,,,,
07/15/1975 11:00,287.45833,0.5,68,30.9,0.14,0.03,0.5,-9,63.5,-9,-9,-9,,7,,,,
07/15/1975 23:00,287.95833,0.5,83,47.4,0.136,0.015,0.23,-9,61.8,-9,-9,-9,,7,,,,
07/16/1975 11:00,288.45833,0.5,99,47.8,0.152,0.02,0.1,-9,60.5,-9,-9,-9,,7,,,,
07/16/1975 23:00,288.95833,0.5,95,80.5,0.168,0.015,0.1,-9,62.1,-9,-9,-9,,7,,,,
07/17/1975 11:00,289.45833,0.5,95,47,0.16,0.02,0.1,-9,61.8,-9,-9,-9,,7,,,,
07/17/1975 23:00,289.95833,0.5,129,105,0.2,0.01,0.03,-9,65.2,-9,-9,-9,,7,,,,
07/18/1975 11:00,290.45833,0.5,146,58.8,0.168,0.015,-9,-9,60.8,-9,-9,-9,,7,,,,
07/18/1975 23:00,290.95833,0.5,116,95.3,0.196,0.01,-9,-9,62,-9,-9,-9,,7,,,,
07/19/1975 11:00,291.45833,0.5,107,31.2,0.136,0.015,-9,-9,62.7,-9,-9,-9,,7,,,,
07/19/1975 23:00,291.95833,0.5,99,48.6,0.144,0.005,-9,-9,62.2,-9,-9,-9,,7,,,,
07/20/1975 11:00,292.45833,0.5,90,41.9,0.156,0.01,-9,-9,65.1,-9,-9,-9,,7,,,,
07/20/1975 23:00,292.95833,0.38,86,41.9,0.148,0.01,-9,-9,62.4,-9,-9,-9,,7,,,,
07/21/1975 05:00,293.20833,0.26,90,155,0.32,0.11,0.03,-9,-9,-9,-9,-9,,7,,,,
07/21/1975 11:15,293.46875,0.63,90,119,0.224,0.027,-9,-9,52,-9,-9,-9,,7,,,,
07/22/1975 11:15,294.46875,1,95,50.3,0.156,0.029,-9,-9,56,-9,-9,-9,,7,,,,
07/23/1975 11:15,295.46875,1,99,192,0.328,0.021,-9,-9,57,-9,-9,-9,,7,,,,
07/24/1975 11:15,296.46875,1,107,129,0.256,0.035,-9,-9,51,-9,-9,-9,,7,,,,
07/25/1975 11:15,297.46875,1,79,66.6,0.188,0.064,-9,-9,52,-9,-9,-9,,7,,,,
07/26/1975 11:15,298.46875,1,65,50.6,0.18,0.082,-9,-9,56,-9,-9,-9,,7,,,,
07/27/1975 11:15,299.46875,0.88,54,51.7,0.176,0.051,-9,-9,60,-9,-9,-9,,7,,,,
07/28/1975 05:15,300.21875,0.49,48,65.7,0.208,0.135,-9,-9,76,-9,-9,-9,,7,,,,
07/28/1975 10:45,300.44792,0.61,48,35.4,0.392,0.21,0.05,-9,84,-9,-9,-9,,7,,,,
07/29/1975 10:45,301.44792,1,41,48.3,0.324,0.154,0.03,-9,66,-9,-9,-9,,7,,,,
07/30/1975 10:45,302.44792,1,35,44.9,0.276,0.122,0.02,-9,74,-9,-9,-9,,7,,,,
07/31/1975 10:45,303.44792,1,32,45.9,0.248,0.095,0.02,-9,78,-9,-9,-9,,7,,,,
08/01/1975 10:45,304.44792,1,23,52,0.224,0.09,0.02,-9,80,-9,-9,-9,,8,,,,
08/02/1975 10:45,305.44792,1,26,44.2,0.208,0.06,0.02,-9,84,-9,-9,-9,,8,,,,
08/03/1975 10:45,306.44792,0.88,35,66.9,0.212,0.07,0.09,-9,76,-9,-9,-9,,8,,,,
08/04/1975 04:45,307.19792,0.51,38,57.1,-9,0.07,0.11,-9,-9,-9,-9,-9,,8,,,,
08/04/1975 11:00,307.45833,1,20,-9,-9,0.05,0.1,-9,-9,-9,-9,-9,,8,,,,
09/16/1975 09:00,350.375,1,223,26.1,0.26,0.037,0.58,-9,-9,-9,-9,-9,,9,,,,
09/17/1975 09:00,351.375,1,177,24.6,0.23,0.026,0.87,-9,-9,-9,-9,-9,,9,,,,
09/18/1975 09:00,352.375,1,168,21.2,0.23,0.026,0.84,-9,-9,-9,-9,-9,,9,,,,
09/19/1975 09:00,353.375,1,397,96.6,0.36,0.043,1.11,-9,-9,-9,-9,-9,,9,,,,
09/20/1975 09:00,354.375,1,556,862,1.25,0.073,1.42,-9,-9,-9,-9,-9,,9,,,,
09/21/1975 09:00,355.375,1,1170,88,0.36,0.054,1.37,-9,-9,-9,-9,-9,,9,,,,
09/22/1975 09:00,356.375,0.88,611,246,0.35,0.057,1.99,-9,-9,-9,-9,-9,,9,,,,
09/23/1975 03:00,357.125,1,570,-9,0.32,0.1,1.97,-9,-9,-9,-9,-9,,9,,,,
09/29/1975 12:00,363.5,1,475,80.3,0.28,0.21,2.08,-9,37,-9,-9,-9,,9,,,,
09/30/1975 12:00,364.5,1,361,49.4,0.39,0.573,2.07,-9,35,-9,-9,-9,,9,,,,
10/01/1975 12:00,365.5,1,288,40.8,0.24,0.292,2.36,-9,40,-9,-9,-9,,10,,,,
10/02/1975 12:00,366.5,1,235,39.1,0.24,0.32,2.38,-9,44,-9,-9,-9,,10,,,,
10/03/1975 12:00,367.5,1,203,27.8,0.19,0.271,2.29,-9,38,-9,-9,-9,,10,,,,
10/04/1975 12:00,368.5,1,172,22.4,0.17,0.266,2.18,-9,40,-9,-9,-9,,10,,,,
10/05/1975 12:00,369.5,0.88,155,23.3,0.18,0.262,2.04,-9,40,-9,-9,-9,,10,,,,
10/06/1975 06:00,370.25,0.5,146,23.8,0.17,0.276,1.87,-9,24,-9,-9,-9,,10,,,,
10/06/1975 12:00,370.5,0.63,142,19.3,0.117,0.036,1.76,-9,33,-9,-9,-9,,10,,,,
10/07/1975 12:00,371.5,1,124,16.4,0.103,0.026,1.39,-9,33,-9,-9,-9,,10,,,,
10/08/1975 12:00,372.5,1,116,15.4,0.233,0.076,1.32,-9,33,-9,-9,-9,,10,,,,
10/09/1975 12:00,373.5,1,129,26.8,0.163,0.046,1.28,-9,32,-9,-9,-9,,10,,,,
10/10/1975 12:00,374.5,1,120,13,0.163,0.059,1.06,-9,35,-9,-9,-9,,10,,,,
10/11/1975 12:00,375.5,1,120,13.3,0.119,0.021,0.64,-9,36,-9,-9,-9,,10,,,,
10/12/1975 12:00,376.5,0.88,112,21.9,0.114,0.014,0.45,-9,36,-9,-9,-9,,10,,,,
10/13/1975 06:00,377.25,0.51,112,16.4,0.356,0.019,0.35,-9,30,-9,-9,-9,,10,,,,
10/13/1975 12:20,377.51389,0.26,112,22.5,0.121,0.017,0.34,-9,60,-9,-9,-9,,10,,,,
10/13/1975 18:20,377.76389,0.25,112,15.2,0.103,0.013,0.19,-9,58,-9,-9,-9,,10,,,,
10/14/1975 00:20,378.01389,0.25,107,14,0.117,0.015,0.19,-9,58,-9,-9,-9,,10,,,,
10/14/1975 06:20,378.26389,0.38,107,18.6,0.14,0.012,0.22,-9,62,-9,-9,-9,,10,,,,
10/14/1975 18:20,378.76389,0.38,103,16.8,0.094,0.003,0.03,-9,59,-9,-9,-9,,10,,,,
10/15/1975 00:20,379.01389,0.25,103,19,0.117,0.008,0.02,-9,57,-9,-9,-9,,10,,,,
10/15/1975 06:20,379.26389,0.25,103,27.8,0.136,0.01,0.02,-9,56,-9,-9,-9,,10,,,,
10/15/1975 12:20,379.51389,0.25,103,19.5,0.127,0.006,0.01,-9,60,-9,-9,-9,,10,,,,
10/15/1975 18:20,379.76389,0.25,103,17.1,0.116,0.017,0.02,-9,49,-9,-9,-9,,10,,,,
10/16/1975 00:20,380.01389,0.25,116,14.7,0.14,0.001,0.02,-9,56,-9,-9,-9,,10,,,,
10/16/1975 06:20,380.26389,0.25,107,14,0.101,0.024,0.02,-9,32,-9,-9,-9,,10,,,,
10/16/1975 12:20,380.51389,0.25,112,12,0.101,0.006,0.01,-9,50,-9,-9,-9,,10,,,,
10/16/1975 18:20,380.76389,0.25,116,12.6,0.145,0.036,0.01,-9,35,-9,-9,-9,,10,,,,
10/17/1975 00:20,381.01389,0.25,103,14.5,0.135,0.003,0.01,-9,54,-9,-9,-9,,10,,,,
10/17/1975 06:20,381.26389,0.25,107,14.3,0.152,0.024,0.01,-9,35,-9,-9,-9,,10,,,,
10/17/1975 12:20,381.51389,0.25,120,13,0.113,0.007,0.01,-9,65,-9,-9,-9,,10,,,,
10/17/1975 18:20,381.76389,0.25,112,12.1,0.098,0.041,0.02,-9,34,-9,-9,-9,,10,,,,
10/18/1975 00:20,382.01389,0.25,264,13.4,0.1,0.004,0.01,-9,60,-9,-9,-9,,10,,,,
10/18/1975 06:20,382.26389,0.25,146,15.4,0.143,0.038,0.09,-9,37,-9,-9,-9,,10,,,,
10/18/1975 12:20,382.51389,0.25,964,66.9,0.296,0.057,1.47,-9,62,-9,-9,-9,,10,,,,
10/18/1975 18:20,382.76389,0.29,499,168,0.53,0.112,2.49,-9,44,-9,-9,-9,,10,,,,
